Time (s),ESC A (µs),Servo A (µs),ESC B (µs),Servo B (µs),Torque A (N·m),Thrust A (N),Voltage A (V),Current A (A),Motor Optical Speed A (RPM),Electrical Power A (W),Mechanical Power A (W),Motor Efficiency A (%),Propeller Mech. Efficiency A (N/W),Overall Efficiency A (N/W),Torque B (N·m),Thrust B (N),Voltage B (V),Current B (A),Motor Optical Speed B (RPM),Electrical Power B (W),Mechanical Power B (W),Motor Efficiency B (%),Propeller Mech. Efficiency B (N/W),Overall Efficiency B (N/W),Torque A+B (N·m),Thrust A+B (N),Electrical Power A+B (W),Load Cell 0 A (raw),Load Cell 1 A (raw),Load Cell 2 A (raw),Load Cell 3 A (raw),Load Cell 4 A (raw),Load Cell 5 A (raw),Burst Current Cutoff A (A),Load Cell 0 B (raw),Load Cell 1 B (raw),Load Cell 2 B (raw),Load Cell 3 B (raw),Load Cell 4 B (raw),Load Cell 5 B (raw),Burst Current Cutoff B (A),Pin State 1,Pin State 2,Pin State 3,Pin State 4,Debug 0,Debug 1,Debug 2,Debug 3,App message
1.008175,1000,,1175.0,,0,0,0,0,0,0,0,0,0,0,0.367645874,4.316195935,49.67124962,2.121724115,1118.71246052,105.3886881,43.07019020924459,40.86794416529471,0.10021306880770567,0.040955021,0.367645874,-4.316195935,105.3886881,0,0,0,0,0,0,0,-0.069044948,-0.128960013,-0.085211635,-0.121968031,0.032676458,0.055924535,0.748466886,1,0,0,0,0,0,0,0,
1.104075,1000,,1175.0,,0,0,0,0,0,0,0,0,0,0,0.349867477,4.425310297,49.67107548,2.120829834,1118.71246052,105.3438988,40.987427979182236,38.90821247939443,0.10796750406606734,0.042008226,0.349867477,-4.425310297,105.3438988,0,0,0,0,0,0,0,-0.069615245,-0.129658937,-0.084417701,-0.122021556,0.032064795,0.056058288,0.789427371,1,0,0,0,0,0,0,0,
1.175255,1000,,1175.0,,0,0,0,0,0,0,0,0,0,0,0.341905183,4.477455496,49.67099957,2.115366231,1118.71246052,105.0723552,40.05463492658858,38.12100228489842,0.11178370503703756,0.042613069,0.341905183,-4.477455496,105.0723552,0,0,0,0,0,0,0,-0.068828583,-0.129542112,-0.084902763,-0.121658564,0.031236768,0.055919528,0.818095616,1,1,0,0,0,0,0,0,
1.258265,1000,,1175.0,,0,0,0,0,0,0,0,0,0,0,0.333462981,4.515498186,49.67115727,2.101085369,1118.71246052,104.3633418,39.06562003035485,37.43231996654485,0.11558752126528027,0.043267091,0.333462981,-4.515498186,104.3633418,0,0,0,0,0,0,0,-0.070056915,-0.129416466,-0.083879232,-0.122063518,0.032043099,0.056415915,0.851012167,1,0,0,0,0,0,0,0,
1.330995,1000,,1175.0,,0,0,0,0,0,0,0,0,0,0,0.330110726,4.532890309,49.67090284,2.105947477,1118.71246052,104.6043125,38.67289901621969,36.9706545475548,0.1172110295403216,0.043333685,0.330110726,-4.532890309,104.6043125,0,0,0,0,0,0,0,-0.069104314,-0.129558921,-0.084784389,-0.121716499,0.031229854,0.055894732,0.879271376,1,0,0,0,0,0,0,0,
1.40237,1000,,1175.0,,0,0,0,0,0,0,0,0,0,0,0.328705514,4.534753842,49.67055518,2.111046362,1118.71246052,104.8568448,38.50827661078963,36.72461886893399,0.11776049829063001,0.043247094,0.328705514,-4.534753842,104.8568448,0,0,0,0,0,0,0,-0.069206953,-0.129299521,-0.084460378,-0.121960998,0.031977057,0.0559479,0.907248603,1,0,0,0,0,0,0,0,
1.47504,1000,,1175.0,,0,0,0,0,0,0,0,0,0,0,0.32743859,4.540072088,49.67021417,2.116527936,1118.71246052,105.1283959,38.35985482363078,36.48857617890352,0.11835477764121212,0.043185973,0.32743859,-4.540072088,105.1283959,0,0,0,0,0,0,0,-0.068592429,-0.129813552,-0.084518671,-0.122125268,0.031531096,0.0553689,0.932958815,1,0,0,0,0,0,0,0,
1.536795,1000,,1175.0,,0,0,0,0,0,0,0,0,0,0,0.329941671,4.541548349,49.66980609,2.124030374,1118.71246052,105.5001768,38.65309400405783,36.63794239637504,0.11749507939838465,0.04304778,0.329941671,-4.541548349,105.5001768,0,0,0,0,0,0,0,-0.068708897,-0.129563212,-0.085296154,-0.121899009,0.03166914,0.055334449,0.9577205,1,1,0,0,0,0,0,0,
1.60799,1000,,1175.0,,0,0,0,0,0,0,0,0,0,0,0.32890407,4.541248145,49.66989521,2.11875416,1118.71246052,105.2382971,38.53153770330277,36.61360813040253,0.11785795261969892,0.043152049,0.32890407,-4.541248145,105.2382971,0,0,0,0,0,0,0,-0.069201469,-0.129304767,-0.08452034,-0.122279048,0.032025099,0.055807352,0.983340216,1,0,0,0,0,0,0,0,
1.702405,1000,,1175.0,,0,0,0,0,0,0,0,0,0,0,0.326022586,4.543531381,49.67024836,2.102439118,1118.71246052,104.4286732,38.19396812142601,36.57421563546783,0.11895939606367255,0.043508466,0.326022586,-4.543531381,104.4286732,0,0,0,0,0,0,0,-0.068597436,-0.129157662,-0.08532536,-0.121532559,0.032106757,0.055934668,1.015401483,1,1,0,0,0,0,0,0,
1.761315,1000,,1175.0,,0,0,0,0,0,0,0,0,0,0,0.324864639,4.536828587,49.66999686,2.106422714,1118.71246052,104.6260096,38.05831313093311,36.37557551552946,0.1192072956936325,0.04336234,0.324864639,-4.536828587,104.6260096,0,0,0,0,0,0,0,-0.068809986,-0.129442453,-0.08505857,-0.121825337,0.03196764,0.055776596,1.03514777,1,0,0,0,0,0,0,0,
1.831455,1000,,1175.0,,0,0,0,0,0,0,0,0,0,0,0.325253038,4.538391113,49.66949114,2.11525814,1118.71246052,105.0637954,38.10381457672678,36.26731209514899,0.11910595207892857,0.043196527,0.325253038,-4.538391113,105.0637954,0,0,0,0,0,0,0,-0.06941402,-0.12925005,-0.084999204,-0.122527242,0.032479644,0.055653095,1.059143901,1,0,0,0,0,0,0,0,
1.89983,1000,,1175.0,,0,0,0,0,0,0,0,0,0,0,0.326326955,4.5453736,49.66977718,2.100696493,1118.71246052,104.3411267,38.229625343907976,36.63907660670102,0.11889662948853148,0.043562627,0.326326955,-4.5453736,104.3411267,0,0,0,0,0,0,0,-0.069740295,-0.129235744,-0.084686279,-0.122061849,0.032297134,0.056060076,1.080865472,1,0,0,0,0,0,0,0,
1.96228,1000,,1175.0,,0,0,0,0,0,0,0,0,0,0,0.325334312,4.554580691,49.66987614,2.094264814,1118.71246052,104.0218739,38.113335931069706,36.639732108373124,0.11950097202819604,0.043784836,0.325334312,-4.554580691,104.0218739,0,0,0,0,0,0,0,-0.069991469,-0.129101634,-0.084425092,-0.121963859,0.032316208,0.056223273,1.098687802,1,0,0,0,0,0,0,0,
2.029205,1000,,1175.0,,0,0,0,0,0,0,0,0,0,0,0.323750726,4.557159724,49.66998276,2.089370476,1118.71246052,103.7789955,37.9278167805605,36.546717953692756,0.12015349447521388,0.043912159,0.323750726,-4.557159724,103.7789955,0,0,0,0,0,0,0,-0.068682194,-0.129248857,-0.084859133,-0.121991158,0.032404542,0.056223631,1.120661437,1,0,0,0,0,0,0,0,
2.098275,1000,,1175.0,,0,0,0,0,0,0,0,0,0,0,0.323108073,4.554505061,49.66979983,2.090560512,1118.71246052,103.8377222,37.85252914942951,36.45354342087976,0.12032234472418717,0.043861758,0.323108073,-4.554505061,103.8377222,0,0,0,0,0,0,0,-0.069130421,-0.12945807,-0.084694862,-0.1219033,0.031781793,0.055892706,1.141448059,1,0,0,0,0,0,0,0,
2.17207,1000,,1175.0,,0,0,0,0,0,0,0,0,0,0,0.325388129,4.550160437,49.66929481,2.098465186,1118.71246052,104.229286,38.11964066230815,36.57286941628685,0.11936524998513684,0.043655297,0.325388129,-4.550160437,104.229286,0,0,0,0,0,0,0,-0.069411993,-0.129807353,-0.084379911,-0.122424483,0.031728268,0.055497646,1.163992639,1,0,0,0,0,0,0,0,
2.257995,1000,,1175.0,,0,0,0,0,0,0,0,0,0,0,0.329043735,4.555804692,49.66918576,2.0938503,1118.71246052,103.9998395,38.54789963890707,37.06534531614067,0.11818554926924596,0.043805882,0.329043735,-4.555804692,103.9998395,0,0,0,0,0,0,0,-0.069377899,-0.129218817,-0.085037708,-0.12200439,0.031834483,0.055829287,1.188554042,1,0,0,0,0,0,0,0,
2.33199,1000,,1175.0,,0,0,0,0,0,0,0,0,0,0,0.332021454,4.572359056,49.66907636,2.086028501,1118.71246052,103.6111089,38.89674327564997,37.5410935068662,0.11755120534377425,0.044130008,0.332021454,-4.572359056,103.6111089,0,0,0,0,0,0,0,-0.069576144,-0.129488468,-0.085057616,-0.122354746,0.032414436,0.055454135,1.208697993,1,0,0,0,0,0,0,0,
2.399855,1000,,1175.0,,0,0,0,0,0,0,0,0,0,0,0.331367517,4.587352156,49.6689466,2.090328828,1118.71246052,103.824431,38.82013370930716,37.39017236637411,0.11816940637945764,0.044183745,0.331367517,-4.587352156,103.824431,0,0,0,0,0,0,0,-0.068669796,-0.129150867,-0.085236311,-0.121481419,0.032008171,0.055995226,1.22757021,1,1,0,0,0,0,0,0,
2.47606,1000,,1175.0,,0,0,0,0,0,0,0,0,0,0,0.339729703,4.608416205,49.66581384,2.180857761,1118.71246052,108.3140756,39.79977462752696,36.744785391056745,0.11579000755980798,0.04254679,0.339729703,-4.608416205,108.3140756,0,0,0,0,0,0,0,-0.068716288,-0.131942391,-0.085886121,-0.124431968,0.031766176,0.052948833,1.249949359,1,0,0,0,0,0,0,0,
2.6024,1000,,1175.0,,0,0,0,0,0,0,0,0,0,0,0.329515793,4.651491402,49.66792034,2.113707358,1118.71246052,104.9834487,38.60320184488204,36.7707503638924,0.12049496362221283,0.044306902,0.329515793,-4.651491402,104.9834487,0,0,0,0,0,0,0,-0.069013715,-0.128914475,-0.084694266,-0.121238708,0.031599641,0.056456327,1.284976927,1,0,0,0,0,0,0,0,
2.683925,1000,,1175.0,,0,0,0,0,0,0,0,0,0,0,0.323208376,4.643537557,49.66832918,2.097617405,1118.71246052,104.1851518,37.864279775763364,36.3432592088073,0.12263636293888502,0.044570051,0.323208376,-4.643537557,104.1851518,0,0,0,0,0,0,0,-0.068786502,-0.12899375,-0.085807323,-0.121290684,0.031984568,0.056085348,1.304267431,1,0,0,0,0,0,0,0,
2.745835,1000,,1175.0,,0,0,0,0,0,0,0,0,0,0,0.320968658,4.619174783,49.66837964,2.091245904,1118.71246052,103.8687955,37.601893911819005,36.20133816976727,0.12284420550285377,0.044471246,0.320968658,-4.619174783,103.8687955,0,0,0,0,0,0,0,-0.068732619,-0.129010797,-0.085184097,-0.121868491,0.032329917,0.055987954,1.319546371,1,0,0,0,0,0,0,0,
2.81429,1000,,1175.0,,0,0,0,0,0,0,0,0,0,0,0.321038381,4.594666611,49.66810812,2.098864901,1118.71246052,104.2466488,37.61006205155436,36.07795788592713,0.12216588754099411,0.044074957,0.321038381,-4.594666611,104.2466488,0,0,0,0,0,0,0,-0.069076538,-0.12963593,-0.084350705,-0.122112274,0.032013297,0.055729628,1.335838116,1,0,0,0,0,0,0,0,
2.90561,1000,,1271.666667,,0,0,0,0,0,0,0,0,0,0,0.323133224,4.567646033,49.66790948,2.103630617,2313.5312401851847,104.4829351,78.28626975518112,74.92732634305669,0.05834542950231327,0.04371667,0.323133224,-4.567646033,104.4829351,0,0,0,0,0,0,0,-0.069004297,-0.129672289,-0.084329367,-0.122308493,0.032218575,0.055683017,1.358840952,1,0,0,0,0,0,0,0,
2.98494,1000,,1271.666667,,0,0,0,0,0,0,0,0,0,0,0.324176209,4.553900848,49.66802562,2.096583789,2313.5312401851847,104.1331773,78.53895626030076,75.42164591217248,0.05798270138588369,0.043731508,0.324176209,-4.553900848,104.1331773,0,0,0,0,0,0,0,-0.06961596,-0.129290581,-0.084334016,-0.121875525,0.03239572,0.055998325,1.375211874,1,0,0,0,0,0,0,0,
3.04557,1000,,1271.666667,,0,0,0,0,0,0,0,0,0,0,1.065317062,5.688896493,49.47095055,8.176063757,2313.5312401851847,404.4776458,258.0969479341716,63.80994119556153,0.022041703857927718,0.014064798,1.065317062,-5.688896493,404.4776458,0,0,0,0,0,0,0,-0.087065101,-0.246511936,-0.101495981,-0.238189936,0.011698842,-0.05952096,1.775049786,1,0,0,0,0,0,0,0,
3.105675,1000,,1271.666667,,0,0,0,0,0,0,0,0,0,0,1.505528747,8.223402122,49.44647792,8.913073376,2313.5312401851847,440.7200859,364.7481003433489,82.76185089193115,0.022545428240089673,0.018659014,1.505528747,-8.223402122,440.7200859,0,0,0,0,0,0,0,-0.095368624,-0.187788606,-0.107504606,-0.175799131,0.00214994,0.000931859,1.94118616,1,0,0,0,0,0,0,0,
3.176935,1000,,1271.666667,,0,0,0,0,0,0,0,0,0,0,1.631405429,11.65821345,49.43539001,9.26559007,2313.5312401851847,458.0480588,395.2445493341192,86.28888208140994,0.029496202970138247,0.025451944,1.631405429,-11.65821345,458.0480588,0,0,0,0,0,0,0,-0.098410487,-0.176629066,-0.1098423,-0.166147947,0.002163053,0.011651993,2.115487641,1,1,0,0,0,0,0,0,
3.248115,1000,,1271.666667,,0,0,0,0,0,0,0,0,0,0,1.606339607,14.32315859,49.42899996,9.493400073,2313.5312401851847,469.2492718,389.1717918552183,82.93498045556655,0.036804205468541705,0.030523561,1.606339607,-14.32315859,469.2492718,0,0,0,0,0,0,0,-0.097745657,-0.172893167,-0.111748219,-0.161986828,0.000200629,0.014447808,2.273915635,1,0,0,0,0,0,0,0,
3.3303,1000,,1271.666667,,0,0,0,0,0,0,0,0,0,0,1.538817198,16.78980459,49.42237734,9.686446423,2313.5312401851847,478.7272101,372.81297408941134,77.87586880878058,0.0450354621670793,0.035071757,1.538817198,-16.78980459,478.7272101,0,0,0,0,0,0,0,-0.097954512,-0.16930747,-0.115952969,-0.165133476,0.006615877,0.011674047,2.48351629,1,1,0,0,0,0,0,0,
3.392545,1000,,1271.666667,,0,0,0,0,0,0,0,0,0,0,1.492497081,17.97636171,49.42146173,9.679822458,2313.5312401851847,478.3909751,361.5908870206005,75.58480528296249,0.049714642584385293,0.037576716,1.492497081,-17.97636171,478.3909751,0,0,0,0,0,0,0,-0.097248912,-0.168839455,-0.115742922,-0.163861275,0.00595665,0.012711644,2.62408357,1,0,0,0,0,0,0,0,
3.45669,1000,,1271.666667,,0,0,0,0,0,0,0,0,0,0,1.474766214,18.73752315,49.41546216,9.915580537,2313.5312401851847,489.9829949,357.2951868763305,72.91991571039121,0.05244269679033086,0.03824117,1.474766214,-18.73752315,489.9829949,0,0,0,0,0,0,0,-0.097748637,-0.173842669,-0.114531159,-0.167660952,0.003611565,0.00902915,2.770379478,1,1,0,0,0,0,0,0,
3.5201,1000,,1271.666667,,0,0,0,0,0,0,0,0,0,0,1.44460309,19.37523474,49.4172534,9.799662006,2313.5312401851847,484.2723806,349.98749368126937,72.27079381393682,0.05535979167771309,0.040008961,1.44460309,-19.37523474,484.2723806,0,0,0,0,0,0,0,-0.097271323,-0.170064092,-0.112810373,-0.162534595,0.003235698,0.014069915,2.913136138,1,0,0,0,0,0,0,0,
3.582545,1000,,1271.666667,,0,0,0,0,0,0,0,0,0,0,1.4245938,19.74628585,49.41525827,9.814407632,2313.5312401851847,484.9814879,345.1397944717642,71.16556055907226,0.05721242860511536,0.040715546,1.4245938,-19.74628585,484.9814879,0,0,0,0,0,0,0,-0.098622322,-0.171306849,-0.111746669,-0.164696574,0.004234433,0.012914538,3.048246179,1,1,0,0,0,0,0,0,
3.643925,1000,,1271.666667,,0,0,0,0,0,0,0,0,0,0,1.416134151,20.01363677,49.41444979,9.789298816,2313.5312401851847,483.7328148,343.09025479444483,70.925569714822,0.05833344576339174,0.041373329,1.416134151,-20.01363677,483.7328148,0,0,0,0,0,0,0,-0.098156452,-0.17124033,-0.113037467,-0.165017128,0.003703594,0.012397051,3.178305425,1,0,0,0,0,0,0,0,
3.71604,1000,,1271.666667,,0,0,0,0,0,0,0,0,0,0,1.407333257,20.18241608,49.41147166,9.863738508,2313.5312401851847,487.3818358,340.95804086347874,69.95706770725712,0.059193254480486464,0.041409865,1.407333257,-20.18241608,487.3818358,0,0,0,0,0,0,0,-0.09893167,-0.171844363,-0.114570975,-0.163431525,0.001681089,0.013409615,3.316872529,1,1,0,0,0,0,0,0,
3.820595,1000,,1271.666667,,0,0,0,0,0,0,0,0,0,0,1.398606826,20.31674386,49.41147958,9.797105289,2313.5312401851847,484.0894679,338.8438672640906,69.99612462836863,0.059959013052360746,0.041968985,1.398606826,-20.31674386,484.0894679,0,0,0,0,0,0,0,-0.098585725,-0.17227459,-0.113236547,-0.164317608,0.003261447,0.013080478,3.513622325,1,1,0,0,0,0,0,0,
3.883675,1000,,1271.666667,,0,0,0,0,0,0,0,0,0,0,1.396035581,20.39831708,49.4096682,9.800626517,2313.5312401851847,484.2457044,338.22092550284157,69.8448994858738,0.06031062995192657,0.042123899,1.396035581,-20.39831708,484.2457044,0,0,0,0,0,0,0,-0.098502278,-0.172047019,-0.113126516,-0.164195895,0.002403498,0.012123942,3.660116849,1,0,0,0,0,0,0,0,
3.94552,1000,,1271.666667,,0,0,0,0,0,0,0,0,0,0,1.391865613,20.43266571,49.40913963,9.806947671,2313.5312401851847,484.5528469,337.2106572435849,69.5921320865084,0.06059317898497026,0.042168085,1.391865613,-20.43266571,484.5528469,0,0,0,0,0,0,0,-0.099043012,-0.170889497,-0.112742901,-0.16419661,0.003929257,0.013489127,3.77762522,1,1,0,0,0,0,0,0,
4.012625,1000,,1271.666667,,0,0,0,0,0,0,0,0,0,0,1.390226301,20.46448722,49.40837963,9.801909854,2313.5312401851847,484.2964832,336.81349715012163,69.5469632413225,0.06075910672569853,0.042256114,1.390226301,-20.46448722,484.2964832,0,0,0,0,0,0,0,-0.097715378,-0.170980811,-0.114181161,-0.163332582,0.003285527,0.013106942,3.904613611,1,0,0,0,0,0,0,0,
4.10543,1000,,1271.666667,,0,0,0,0,0,0,0,0,0,0,1.387575504,20.47972602,49.4077182,9.75494218,2313.5312401851847,481.9694343,336.1712821329242,69.74950239763041,0.06092051019367618,0.042491753,1.387575504,-20.47972602,481.9694343,0,0,0,0,0,0,0,-0.097994447,-0.170821548,-0.114037633,-0.163674831,0.004152536,0.013295054,4.071057776,1,0,0,0,0,0,0,0,
4.17807,1000,,1271.666667,,0,0,0,0,0,0,0,0,0,0,1.389486537,20.48941191,49.40534155,9.802147622,2313.5312401851847,484.2784512,336.6342727319629,69.51254425998356,0.06086549579078127,0.042309155,1.389486537,-20.48941191,484.2784512,0,0,0,0,0,0,0,-0.099054456,-0.171159148,-0.114094138,-0.164577603,0.003865838,0.012305379,4.200628255,1,0,0,0,0,0,0,0,
4.23969,1000,,1271.666667,,0,0,0,0,0,0,0,0,0,0,1.398009951,20.5090929,49.40074889,9.912281151,2313.5312401851847,489.6741121,338.6992609104582,69.16830041472355,0.060552517430564994,0.041883147,1.398009951,-20.5090929,489.6741121,0,0,0,0,0,0,0,-0.097341895,-0.170936346,-0.114858389,-0.163902044,0.003239274,0.012382984,4.315811547,1,0,0,0,0,0,0,0,
4.309065,1000,,1271.666667,,0,0,0,0,0,0,0,0,0,0,1.39600579,20.53970291,49.4031317,9.800084744,2313.5312401851847,484.1548773,338.2137079650303,69.85651158801831,0.0607299539500738,0.042423827,1.39600579,-20.53970291,484.1548773,0,0,0,0,0,0,0,-0.099014997,-0.169989824,-0.113309026,-0.163666606,0.004399896,0.013856769,4.424057744,1,0,0,0,0,0,0,0,
4.40744,1000,,1271.666667,,0,0,0,0,0,0,0,0,0,0,1.393838575,20.55408498,49.39301788,10.16460898,2313.5312401851847,502.0607133,337.6886515316273,67.26052100592179,0.06086696987528153,0.040939441,1.393838575,-20.55408498,502.0607133,0,0,0,0,0,0,0,-0.098066807,-0.171268344,-0.113127828,-0.163200736,0.001876712,0.013392806,4.616434794,1,0,0,0,0,0,0,0,
4.5252,1000,,1271.666667,,0,0,0,0,0,0,0,0,0,0,1.391101059,20.57638441,49.39760719,9.951368378,2313.5312401851847,491.5737861,337.0254268920119,68.56049619038299,0.061052914018244045,0.041858181,1.391101059,-20.57638441,491.5737861,0,0,0,0,0,0,0,-0.098042607,-0.171483278,-0.113653421,-0.163462639,0.00305438,0.013310194,4.801873748,1,0,0,0,0,0,0,0,
4.583745,1000,,1271.666667,,0,0,0,0,0,0,0,0,0,0,1.391403726,20.56761144,49.39006774,10.24311115,2313.5312401851847,505.9079536,337.0987547600495,66.63242836197416,0.06101360847399228,0.040654849,1.391403726,-20.56761144,505.9079536,0,0,0,0,0,0,0,-0.099104524,-0.174430966,-0.113562107,-0.16731751,0.003084302,0.009853721,4.911722216,1,0,0,0,0,0,0,0,
4.662995,1000,,1271.666667,,0,0,0,0,0,0,0,0,0,0,1.39794453,20.5826909,49.38730349,10.38051384,2313.5312401851847,512.6655871,338.6834112061466,66.06322322549092,0.06077265735188879,0.040148376,1.39794453,-20.5826909,512.6655871,0,0,0,0,0,0,0,-0.098802924,-0.173141003,-0.114066124,-0.165864229,0.003164887,0.011320114,5.025992947,1,1,0,0,0,0,0,0,
4.739235,1000,,1271.666667,,0,0,0,0,0,0,0,0,0,0,1.393255246,20.62846975,49.39171029,10.12837766,2313.5312401851847,500.2578952,337.547327000263,67.47466261683161,0.061112822113931084,0.041235671,1.393255246,-20.62846975,500.2578952,0,0,0,0,0,0,0,-0.098321676,-0.170747161,-0.114980221,-0.16377902,0.003115654,0.012847066,5.158125991,1,0,0,0,0,0,0,0,
4.81119,1000,,1271.666667,,0,0,0,0,0,0,0,0,0,0,1.390804994,20.62921593,49.39310898,10.0278767,2313.5312401851847,495.3080069,336.95369850652395,68.02912406270733,0.06122270217372488,0.041649268,1.390804994,-20.62921593,495.3080069,0,0,0,0,0,0,0,-0.097421646,-0.171526909,-0.114219785,-0.163601518,0.003385901,0.012961507,5.25584576,1,0,0,0,0,0,0,0,
4.910965,1000,,1271.666667,,0,0,0,0,0,0,0,0,0,0,1.388188175,20.58740711,49.39602221,9.850988881,2313.5312401851847,486.5996656,336.31971542178087,69.11630631868253,0.061213797960613735,0.042308716,1.388188175,-20.58740711,486.5996656,0,0,0,0,0,0,0,-0.098121047,-0.170835972,-0.115581989,-0.164262772,0.004731894,0.012278557,5.398754369,1,0,0,0,0,0,0,0,
5.01899,1000,,1271.666667,,0,0,0,0,0,0,0,0,0,0,1.389055983,20.54554153,49.39904938,9.675043553,2313.5312401851847,477.9379543,336.52996137031795,70.41289739443444,0.06105115112586265,0.042987884,1.389055983,-20.54554153,477.9379543,0,0,0,0,0,0,0,-0.098301411,-0.172898173,-0.115494728,-0.165724039,0.004235864,0.010883451,5.536358668,1,0,0,0,0,0,0,0,
5.08122,1000,,1271.666667,,0,0,0,0,0,0,0,0,0,0,1.389324969,20.55507089,49.39914112,9.645651137,2313.5312401851847,476.4868817,336.5951292608112,70.64100653934355,0.06106764211098514,0.043138797,1.389324969,-20.55507089,476.4868817,0,0,0,0,0,0,0,-0.097914934,-0.170739889,-0.113852501,-0.163839698,0.002899647,0.013119102,5.614229324,1,1,0,0,0,0,0,0,
5.14687,1000,,1271.666667,,0,0,0,0,0,0,0,0,0,0,1.392126879,20.55709766,49.39057565,10.00169942,2313.5312401851847,493.9896917,337.27395479095765,68.27550462242928,0.06095074157961971,0.041614426,1.392126879,-20.55709766,493.9896917,0,0,0,0,0,0,0,-0.097734213,-0.173850417,-0.115121365,-0.166912675,0.004241347,0.009730816,5.710042038,1,0,0,0,0,0,0,0,
5.20763,1000,,1271.666667,,0,0,0,0,0,0,0,0,0,0,1.396283014,20.57698648,49.39389718,9.852612847,2313.5312401851847,486.6589459,338.28087169576014,69.51087091806404,0.060828111198987136,0.04228215,1.396283014,-20.57698648,486.6589459,0,0,0,0,0,0,0,-0.098267078,-0.170030475,-0.113446593,-0.162700415,0.002954006,0.014522433,5.789159062,1,0,0,0,0,0,0,0,
5.31101,1000,,1271.666667,,0,0,0,0,0,0,0,0,0,0,1.387613652,20.57045566,49.39399689,9.793903899,2313.5312401851847,483.7600587,336.18052434139065,69.49323704912777,0.061188719067826615,0.042522022,1.387613652,-20.57045566,483.7600587,0,0,0,0,0,0,0,-0.097964644,-0.170551419,-0.114663243,-0.162688851,0.003032923,0.013462067,5.909884015,1,0,0,0,0,0,0,0,
5.404615,1000,,1271.666667,,0,0,0,0,0,0,0,0,0,0,1.384567444,20.53342426,49.38746031,10.05999314,2313.5312401851847,496.8375121,335.4425121423776,67.5155365633628,0.06121294563667186,0.041328249,1.384567444,-20.53342426,496.8375121,0,0,0,0,0,0,0,-0.097900987,-0.173305154,-0.115274787,-0.166507006,0.004064202,0.009819627,6.041536867,1,0,0,0,0,0,0,0,
5.517195,1000,,1271.666667,,0,0,0,0,0,0,0,0,0,0,1.391564986,20.56575586,49.39490215,9.715397226,2313.5312401851847,479.8910953,337.13782361129427,70.25298591976068,0.061001034056954256,0.042855048,1.391564986,-20.56575586,479.8910953,0,0,0,0,0,0,0,-0.100070596,-0.170038819,-0.113219023,-0.163311481,0.003822207,0.01456821,6.140193309,1,0,0,0,0,0,0,0,
5.5845,1000,,1271.666667,,0,0,0,0,0,0,0,0,0,0,1.386545124,20.56803733,49.39386283,9.717111668,2313.5312401851847,479.9656809,335.92164947172085,69.98868103274025,0.06122867449104823,0.042853142,1.386545124,-20.56803733,479.9656809,0,0,0,0,0,0,0,-0.098300457,-0.17129302,-0.115111351,-0.16420126,0.003654003,0.012302041,6.23041374,1,0,0,0,0,0,0,0,
5.64936,1000,,1271.666667,,0,0,0,0,0,0,0,0,0,0,1.386081202,20.55978106,49.39199471,9.762085715,2313.5312401851847,482.168886,335.8092539638007,69.64556687795087,0.06122458156622535,0.042640207,1.386081202,-20.55978106,482.168886,0,0,0,0,0,0,0,-0.09804678,-0.171704769,-0.114476562,-0.164271712,0.003208399,0.012141228,6.30239506,1,0,0,0,0,0,0,0,
5.71899,1000,,1271.666667,,0,0,0,0,0,0,0,0,0,0,1.38743427,20.5407493,49.39335567,9.674637712,2313.5312401851847,477.8628215,336.1370650292611,70.34174869979107,0.061108254450344256,0.042984615,1.38743427,-20.5407493,477.8628215,0,0,0,0,0,0,0,-0.097792864,-0.171480894,-0.113255262,-0.163467884,0.002934098,0.01310575,6.372905498,1,0,0,0,0,0,0,0,
5.78276,1000,,1271.666667,,0,0,0,0,0,0,0,0,0,0,1.388205767,20.55100036,49.38281454,10.07191778,2313.5312401851847,497.3796478,336.32397747828037,67.61916756463641,0.06110477318355089,0.041318539,1.388205767,-20.55100036,497.3796478,0,0,0,0,0,0,0,-0.098431945,-0.171987534,-0.113295317,-0.164402127,0.003260255,0.012500405,6.459510831,1,0,0,0,0,0,0,0,
5.849825,1000,,1271.666667,,0,0,0,0,0,0,0,0,0,0,1.394468006,20.58979695,49.38676558,9.904727292,2313.5312401851847,489.1624449,337.8411453063258,69.06522543352465,0.06094520231196503,0.042091941,1.394468006,-20.58979695,489.1624449,0,0,0,0,0,0,0,-0.097058296,-0.170896649,-0.115361691,-0.162391782,0.002424598,0.013251185,6.520168222,1,0,0,0,0,0,0,0,
5.91073,1000,,1271.899917,,0,0,0,0,0,0,0,0,0,0,1.3908795,20.61628072,49.38724882,9.868983365,2315.576287,487.4019371,337.2696155610245,69.19743027033294,0.06112700275625556,0.042298315,1.3908795,-20.61628072,487.4019371,0,0,0,0,0,0,0,-0.099786639,-0.170426726,-0.113515019,-0.163113475,0.002710104,0.014195919,6.587683114,1,1,0,0,0,0,0,0,
6.00767,1000,,1275.933917,,0,0,0,0,0,0,0,0,0,0,1.387081124,20.6165882,49.38730786,9.823595425,2310.89459,485.1609315,335.66852140767173,69.18704693922201,0.061419486443177705,0.042494329,1.387081124,-20.6165882,485.1609315,0,0,0,0,0,0,0,-0.09737134,-0.171138644,-0.11505878,-0.163796067,0.00418365,0.012382627,6.678096599,1,0,0,0,0,0,0,0,
