Time (s),ESC A (µs),Servo A (µs),ESC B (µs),Servo B (µs),Torque A (N·m),Thrust A (N),Voltage A (V),Current A (A),Motor Optical Speed A (RPM),Electrical Power A (W),Mechanical Power A (W),Motor Efficiency A (%),Propeller Mech. Efficiency A (N/W),Overall Efficiency A (N/W),Torque B (N·m),Thrust B (N),Voltage B (V),Current B (A),Motor Optical Speed B (RPM),Electrical Power B (W),Mechanical Power B (W),Motor Efficiency B (%),Propeller Mech. Efficiency B (N/W),Overall Efficiency B (N/W),Torque A+B (N·m),Thrust A+B (N),Electrical Power A+B (W),Load Cell 0 A (raw),Load Cell 1 A (raw),Load Cell 2 A (raw),Load Cell 3 A (raw),Load Cell 4 A (raw),Load Cell 5 A (raw),Burst Current Cutoff A (A),Load Cell 0 B (raw),Load Cell 1 B (raw),Load Cell 2 B (raw),Load Cell 3 B (raw),Load Cell 4 B (raw),Load Cell 5 B (raw),Burst Current Cutoff B (A),Pin State 1,Pin State 2,Pin State 3,Pin State 4,Debug 0,Debug 1,Debug 2,Debug 3,App message
32.044635,1000,,1610.0,,0,0,0,0,0,0,0,0,0,0,7.414321116,109.8668095,45.80398442,109.851166,5148.218641142857,5031.621095,3997.2102488381206,79.44179765066592,0.02748587206087928,0.021835271,7.414321116,-109.8668095,5031.621095,0,0,0,0,0,0,0,-0.257422924,-0.409020782,-0.285369873,-0.402271628,-0.151817083,-0.229088187,91.10651663,1,0,0,0,0,0,0,0,
32.16033,1000,,1610.0,,0,0,0,0,0,0,0,0,0,0,7.418028326,109.875723,45.7959257,110.020285,5148.218641142857,5038.480795,3999.2088806177203,79.37330801352633,0.02747436462559278,0.021807312,7.418028326,-109.875723,5038.480795,0,0,0,0,0,0,0,-0.262027144,-0.408632159,-0.285035133,-0.40328896,-0.148671389,-0.229305744,91.78012252,1,0,0,0,0,0,0,0,
32.269205,1000,,1610.0,,0,0,0,0,0,0,0,0,0,0,7.430764746,109.9459802,45.78222106,110.4153906,5148.218641142857,5055.06182,4006.0753418568547,79.24879031166536,0.02744481089789963,0.021749681,7.430764746,-109.9459802,5055.06182,0,0,0,0,0,0,0,-0.260967493,-0.410803914,-0.288099051,-0.405475259,-0.148505449,-0.231828809,92.36756669,1,0,0,0,0,0,0,0,
32.364485,1000,,1610.0,,0,0,0,0,0,0,0,0,0,0,7.450300698,110.0146191,45.77557325,110.5307462,5148.218641142857,5059.60827,4016.6075681164775,79.3857420135112,0.02738993472334405,0.021743703,7.450300698,-110.0146191,5059.60827,0,0,0,0,0,0,0,-0.262817383,-0.410179734,-0.286429524,-0.404759526,-0.149972796,-0.232248306,92.96291146,1,1,0,0,0,0,0,0,
32.48041,1000,,1610.0,,0,0,0,0,0,0,0,0,0,0,7.460090361,110.0940122,45.73926727,111.9702132,5148.218641142857,5121.435506,4021.8853731459662,78.53043093941416,0.02737373196538497,0.02149671,7.460090361,-110.0940122,5121.435506,0,0,0,0,0,0,0,-0.26288271,-0.411209464,-0.286190391,-0.404532909,-0.150307298,-0.23101747,93.66459138,1,1,0,0,0,0,0,0,
32.61402,1000,,1610.0,,0,0,0,0,0,0,0,0,0,0,7.474415487,110.1158536,45.74808264,111.3955193,5148.218641142857,5096.131424,4029.608337874258,79.0719077396042,0.027326688940218318,0.021607734,7.474415487,-110.1158536,5096.131424,0,0,0,0,0,0,0,-0.258319974,-0.412283063,-0.283073545,-0.405093074,-0.155554891,-0.231178164,94.29291903,1,0,0,0,0,0,0,0,
32.73596,1000,,1610.0,,0,0,0,0,0,0,0,0,0,0,7.48115368,110.2972496,45.7417203,111.4433471,5148.218641142857,5097.610413,4033.241033801081,79.12022902957533,0.027347051335548784,0.02163705,7.48115368,-110.2972496,5097.610413,0,0,0,0,0,0,0,-0.255290031,-0.410737395,-0.290455103,-0.404655814,-0.155473232,-0.233680487,95.0101514,1,0,0,0,0,0,0,0,
32.8651,1000,,1610.0,,0,0,0,0,0,0,0,0,0,0,7.477788418,110.4339336,45.74744946,111.0827857,5148.218641142857,5081.754124,4031.4267530940588,79.33140121940419,0.02739326307125477,0.021731459,7.477788418,-110.4339336,5081.754124,0,0,0,0,0,0,0,-0.256504893,-0.411160588,-0.284025192,-0.404851317,-0.158044934,-0.231644511,95.63641274,1,0,0,0,0,0,0,0,
32.9751,1000,,1610.0,,0,0,0,0,0,0,0,0,0,0,7.474299605,110.387187,45.75240807,110.74342,5148.218641142857,5066.778142,4029.5458635477744,79.52876069598736,0.027394448589998347,0.021786465,7.474299605,-110.387187,5066.778142,0,0,0,0,0,0,0,-0.252511024,-0.410281301,-0.282901287,-0.403601766,-0.160159469,-0.231292129,96.09315753,1,1,0,0,0,0,0,0,
33.106445,1000,,1610.0,,0,0,0,0,0,0,0,0,0,0,7.4527518,110.1860007,45.76063945,110.1907803,5148.218641142857,5042.400566,4017.9290067056695,79.68286045733538,0.02742358078405729,0.021851894,7.4527518,-110.1860007,5042.400566,0,0,0,0,0,0,0,-0.247921586,-0.408177137,-0.287170768,-0.401334643,-0.162796378,-0.23041451,96.69307608,1,1,0,0,0,0,0,0,
33.221935,1000,,1610.0,,0,0,0,0,0,0,0,0,0,0,7.434247821,110.1512362,45.75866291,110.1286191,5148.218641142857,5039.338356,4007.9531379314576,79.53332074159017,0.027483164700086812,0.021858274,7.434247821,-110.1512362,5039.338356,0,0,0,0,0,0,0,-0.249629378,-0.407400489,-0.289643288,-0.401331186,-0.159531713,-0.230350614,97.17226577,1,0,0,0,0,0,0,0,
33.329845,1000,,1610.0,,0,0,0,0,0,0,0,0,0,0,7.419193496,109.7867454,45.76739293,109.7146507,5148.218641142857,5021.353529,3999.837047295798,79.65655125048254,0.027447804523492877,0.021863974,7.419193496,-109.7867454,5021.353529,0,0,0,0,0,0,0,-0.252050996,-0.406426907,-0.282629609,-0.401404142,-0.15722394,-0.22938025,97.52529995,1,0,0,0,0,0,0,0,
33.43234,1000,,1610.0,,0,0,0,0,0,0,0,0,0,0,7.384970483,109.2767259,45.77870067,109.2226487,5148.218641142857,5000.070941,3981.3867298399605,79.62660483860444,0.027446900619069625,0.021855035,7.384970483,-109.2767259,5000.070941,0,0,0,0,0,0,0,-0.260905981,-0.404992104,-0.276106954,-0.400252938,-0.14980185,-0.22573638,97.92757992,1,0,0,0,0,0,0,0,
33.560885,1000,,1610.0,,0,0,0,0,0,0,0,0,0,0,7.358676619,108.8188773,45.78644405,108.83163,5148.218641142857,4983.013339,3967.211176742382,79.6147011225647,0.027429565115652612,0.021837966,7.358676619,-108.8188773,4983.013339,0,0,0,0,0,0,0,-0.261929154,-0.404612303,-0.27831614,-0.399878144,-0.147714376,-0.22415328,98.33697533,1,0,0,0,0,0,0,0,
33.675445,1000,,1610.0,,0,0,0,0,0,0,0,0,0,0,7.339303301,108.7173224,45.80007481,108.2048578,5148.218641142857,4955.790584,3956.7666297566184,79.84127986624824,0.027476303904910165,0.021937433,7.339303301,-108.7173224,4955.790584,0,0,0,0,0,0,0,-0.261159182,-0.401687741,-0.28084898,-0.397348881,-0.147350907,-0.222669601,98.63164873,1,1,0,0,0,0,0,0,
33.792425,1000,,1610.0,,0,0,0,0,0,0,0,0,0,0,7.306859384,108.6184749,45.80168566,108.0385868,5148.218641142857,4948.349391,3939.275458883941,79.60786815192657,0.027573211376990966,0.021950446,7.306859384,-108.6184749,4948.349391,0,0,0,0,0,0,0,-0.263152838,-0.402671337,-0.278309941,-0.398602128,-0.145161986,-0.222796917,99.00492924,1,0,0,0,0,0,0,0,
33.907525,1000,,1610.0,,0,0,0,0,0,0,0,0,0,0,7.29094872,108.5727342,45.79681063,108.1624165,5148.218641142857,4953.493703,3930.697698599271,79.35202776615442,0.02762174619500517,0.021918416,7.29094872,-108.5727342,4953.493703,0,0,0,0,0,0,0,-0.262050033,-0.401846647,-0.277671814,-0.398359418,-0.148736238,-0.22257936,99.33008634,1,0,0,0,0,0,0,0,
34.101895,1000,,1605.59125,,0,0,0,0,0,0,0,0,0,0,7.294826319,108.5757763,45.78738878,108.3428924,5168.385399,4960.738136,3948.193827444333,79.5888377738053,0.02750011297451451,0.02188702,7.294826319,-108.5757763,4960.738136,0,0,0,0,0,0,0,-0.264779806,-0.403279424,-0.278830171,-0.400619268,-0.145589471,-0.223557353,99.87731305,1,0,0,0,0,0,0,0,
